,ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,Results,status,team_name
381,ФИО_381,0,Участник мероприятия,Технологические системы энергетических объектов; ,Инженер-проектировщик 2 категории,Инженер,2017-09-19,АО «Атомэнергопроект»,Инженерное проектирование,1996-01-24,2019-01-14,Информация об образовании не указана,,,,60.98,s,
382,ФИО_382,1,Участник мероприятия,Управление качеством; ,инженер по качеству,Инженер,2005-09-12,"Федеральное государственное унитарное предприятие ""Приборостроительный завод имени К.А. Володина""",,1983-08-07,2014-03-04,Высшее образование без указания уровня,"Государственное образовательное учреждение высшего профессионального образования ""Московский инженерно-физический институт (государственный университет)"";Государственное образовательное учреждение высшего профессионального образования ""Челябинский государственный университет""",2005;2011,"Вычислительные машины, комплексы, системы и сети;Экономика и управление на предприятии (городское хозяйство)",44.8,t,"ФГУП ""ПСЗ"" - 2"
383,ФИО_383,1,Участник мероприятия,Управление жизненным циклом; ,главный специалист,,сен.07,"""АО Инжиниринговая компания """"АСЭ""""""",,23.06.1986,,Информация об образовании не указана,,,,56.03,t,"Команда ""АСЭ"""
384,ФИО_384,1,Участник мероприятия,Охрана окружающей среды; ,инженер-технолог,,,"""ФГУП """"Производственное объединение """"Маяк""""""",,,,Информация об образовании не указана,,,,48.38,s,
385,ФИО_385,0,Участник мероприятия,Инженер-технолог машиностроения; ,Инженер технолог 2 категории,,,"""АО """"Опытное Конструкторское Бюро Машиностроения имени И.И. Африкантова""""""",,,,Информация об образовании не указана,,,,55.11,s,
386,ФИО_386,1,Участник мероприятия,Изготовление прототипов; ,,,,ТТИ НИЯУ МИФИ,,,,Информация об образовании не указана,,,,32.22,s,
387,ФИО_387,0,Участник мероприятия,Программные решения для бизнеса; ,Главный эксперт,,,"""АО """"Атомстройэкспорт""""""",,,,Информация об образовании не указана,,,,69.17,t,АСЭ Team-1
388,ФИО_388,1,Участник мероприятия,Охрана труда; ,Инженер по охране труда,,"11,2007","""""""Балаковоатомэнергоремонт"""" - филиал АО """"Атомэнергоремонт""""""",,14.07.1985,2012-01-11,Высшее образование без указания уровня,МСГА,2007,"Направление ""психология""",59.05,s,
389,ФИО_389,0,Участник мероприятия,Аддитивные технологии; ,Модельщик по деревянным моделям,,,АО ЕВРАЗ ЗСМК,,,,Информация об образовании не указана,,,,56.75,s,
390,ФИО_390,1,Участник мероприятия,Управление жизненным циклом; ,Ведущий специалист,,2020-10-05,"""АО """"Консист-Оператор-Связи""""""",,1998-08-09,2020-10-05,Высшее образование без указания уровня,ННГАСУ,2020,Архитектор-проектировщик,41.88,t,Концерн команда-2
391,ФИО_391,1,Участник мероприятия,Аналитический контроль; ,Лаборант химического анализа 5 разряда,Специалист (рабочие специальности),2021-12-09,"Акционерное общество ""Машиностроительный завод""",Аналитический контроль,1999-03-26,2021-12-09,Высшее образование без указания уровня,Федеральное государственное бюджетное образовательное учреждение высшего образования Российский государственный университет имени А.Н. Косыгина (Технологии.Дизайн. Искусство);Федеральное государственное бюджетное образовательное учреждение высшего образования Российский государственный университет имени А.Н. Косыгина (Технологии.Дизайн. Искусство),2021;2023,химическая технология;Химическая технология,46.08,s,
392,ФИО_392,1,Участник мероприятия,Аналитический контроль; ,лаборант иследователь,,01.2017,НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЯДЕРНЫЙ УНИВЕРСИТЕТ МИФИ,,21.10.1997,,Информация об образовании не указана,,,,28.33,s,
393,ФИО_393,0,Участник мероприятия,Инженерное мышление. Каракури; ,руководитель производственно-технической группы,Специалист (рабочие специальности),2019-06-10,котельный цех 006,нет в предлагаемом списке,1981-06-04,2019-06-10,Информация об образовании не указана,,,,80.91,t,ЭХП
394,ФИО_394,1,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Инженер II категории,Инженер,2021-03-15,Фгуп Внииа им. Духова,Программист,1988-09-17,2021-03-15,Информация об образовании не указана,,,,51.81,t,ВНИИА им.Духова
395,ФИО_395,1,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Эксперт,Инженер,2000-07-28,АО Гринатом,Промышленная автоматика,1978-05-05,2000-07-28,Информация об образовании не указана,,,,62.61,t,"АО ""Гринатом"""
396,ФИО_396,0,Участник мероприятия,Программные решения для бизнеса; ,Старший разработчик,Специалист (рабочие специальности),2020-03-05,"АО ""Гринатом""",,1997-10-06,2020-03-05,Информация об образовании не указана,,,,57.83,t,"Команда АО ""Гринатом"""
397,ФИО_397,0,Участник мероприятия,Программные решения для бизнеса; ,разработчик,,,Русатом Инфраструктурные решения,,,,Информация об образовании не указана,,,,22.0,t,"АО ""РИР"" Team-1"
398,ФИО_398,0,Участник мероприятия,Охрана окружающей среды; ,Инженер по охране окружающей среды,Инженер,2011-01-20,Филиал АО ''Концерн Росэнергоатом'' ''Курская атомная станция'',,1987-06-26,2011-01-20,Информация об образовании не указана,,,,62.8,s,
399,ФИО_399,1,Участник мероприятия,Радиационный контроль; ,Дозиметрист,,07.2001,"""АО """"Далур""""""",,,,Среднее профессиональное образование и высшее образование без указания уровня,Южно-уральский институт экономики и права г. Челябинск;ЧИЭП им. М. В. Ладошина;Юргамышский медицинский колледж ,2021;2007;2001,"Юриспруденция;Бухгалтерский учет, анализ и аудит;Сестринское дело",56.0,s,
400,ФИО_400,1,Участник мероприятия,Инженерное проектирование; ,Инженер 2 категории,,2018-07-09,«Московский проектный институт» Московский филиал АО «Атомэнергопроект»,,1996-07-23,2019-09-23,Информация об образовании не указана,,,,54.71,t,АЭП_2_Енотики_и_точка
401,ФИО_401,0,Участник мероприятия,Сварочные технологии; ,Электрогазосварщик 6-го разряда,,05.2015,Государственное бюджетное профессиональное образовательное учреждение ''Озерский технический колледж'',,06.12.1995,04.2021,Среднее профессиональное образование,"ГБПОУ "" Озерский технический колледж""",2015,Сварочное производство,54.43,s,
402,ФИО_402,0,Участник мероприятия,Геодезия; ,инженер-геодезист 1 категории,Инженер,2009-07-20,"""Филиал АО """"Концерн Росэнергоатом"""" Белоярская АЭС""",нет в предлагаемом списке,1986-09-19,2009-07-20,Информация об образовании не указана,,,,85.35,t,Концерн
403,ФИО_403,0,Участник мероприятия,Управление жизненным циклом; ,Инженер,,2016,"""АО """"Опытное Конструкторское Бюро Машиностроения имени И.И. Африкантова""""""",,17.01.1993,2016,Информация об образовании не указана,,,,68.39,t,"Команда ""АЭМ-1"""
404,ФИО_404,1,Участник мероприятия,Сметное дело; ,Эксперт по ценообразованию и сметному нормированию,,,"""ООО """"ЗапСибНефтехим""""""",,,,Информация об образовании не указана,,,,41.3,s,
405,ФИО_405,0,Участник мероприятия,Инженерное мышление. Каракури; ,"Ведущий инженер по ремонту реакторов, ТТО 4ой очереди",Инженер,1999-08-18,"""Филиал АО""""Концерн Росэнергоатом"""" """"Нововоронежская атомная станция""",Инженерное мышление,1981-08-13,2003-08-26,Информация об образовании не указана,,,,57.34,t,НВАЭС
406,ФИО_406,0,Участник мероприятия,Сетевое и системное администрирование; ,Специалист,Специалист (рабочие специальности),2018-05-03,"Акционерное общество ""Гринатом""",Сетевое и системное администрирование,1999-07-06,2018-05-03,Информация об образовании не указана,,,,46.79,t,Чарли
407,ФИО_407,0,Участник мероприятия,Промышленная автоматика; ,Инженер,Инженер,2016-07-05,"АО ""Концерн Росэнергоатом"" ""Балаковская АЭС""",Промышленная автоматика,1994-05-04,2019-09-05,Информация об образовании не указана,,,,41.87,s,
408,ФИО_408,0,Участник мероприятия,Квантовые технологии; ,Студент,,2020,Казанский (Приволжский) федеральный университет,,1998-03-04,-,Высшее образование без указания уровня,Казанский (Приволжский) федеральный университет,2022,Прикладная математика,10.95,s,
409,ФИО_409,0,Участник мероприятия,Программные решения для бизнеса; ,Ведущий эксперт,Специалист (рабочие специальности),2002-03-01,"АО ""Гринатом""",Программист,1982-10-04,2020-05-06,Информация об образовании не указана,,,,57.83,t,"Команда АО ""Гринатом"""
410,ФИО_410,0,Участник мероприятия,Технологии композитов; ,Инженер-технолог 2 категории,,02.11.2012,АО «ФНПЦ «ПО «Старт» им. М.В.Проценко»,,1994-01-01,2012-11-02,Высшее образование без указания уровня,ФГБОУ ВО «Пензенский государственный университет»,2020,Конструкторско-технологическое обеспечение машиностроительных производств,75.22,t,СТАРТ
411,ФИО_411,0,Участник мероприятия,Информационная безопасность; ,,,,Национальный исследовательский ядерный университет «МИФИ» (Московский инженерно-физический институт),,2002-03-06,,Информация об образовании не указана,,,,10.23,t,НИЯУ МИФИ
412,ФИО_412,0,Участник мероприятия,Промышленная механика и монтаж; ,инженер-электроник 1 категории,Инженер,2011,ОАО ФНПЦ ПО Старт,Электроника,1989-04-18,2010-07-10,Информация об образовании не указана,,,,42.88555556,t,"Рабочее место 5 АО ""ПО ""старт"""
413,ФИО_413,1,Участник мероприятия,Управление жизненным циклом; ,Инженер по метрологии,Инженер,2019-10-17,Филиал АО ''Концерн Росэнергоатом'' ''Балаковская атомная станция'',,1997-12-12,2019-10-17,Высшее образование без указания уровня,БИТИ НИЯУ МИФИ,2015,управление в технических системах,49.07,t,Концерн команда-1
414,ФИО_414,0,Участник мероприятия,Сметное дело; ,Ведущий специалист,,06.2011,ООО «НИИАР-ГЕНЕРАЦИЯ»,,,,Информация об образовании не указана,,,,41.9,s,
415,ФИО_415,0,Участник не в оценке,Охрана труда; ,Ведущий специалист по ОТ и ПБ,,08.2011,"""АО """"ЕВРАЗ ОБЪЕДИНЕННЫЙ ЗАПАДНО-СИБИРСКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""""""",,,,Информация об образовании не указана,,,,44.1,s,
416,ФИО_416,0,Участник мероприятия,Инженерное мышление. Каракури; ,инженер,,2012,НИЯУ МИФИ,,,2012,Высшее образование без указания уровня,НИУЯ МИФИ,2014,химическая физика,69.12,t,МИФИ
417,ФИО_417,0,Участник мероприятия,Информационная безопасность; ,Руководитель группы,Руководитель,2019-12-05,"""Акционерное общество """"Институт реакторных  материалов""""""",,1996-04-28,2019-12-05,Информация об образовании не указана,,,,5.73,t,"АО ""РИР+АО ""ИРМ"" + ОКБ Гидропресс"
418,ФИО_418,0,Участник мероприятия,Машинное обучение и большие данные; ,Студент,,"10,2019",НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЯДЕРНЫЙ УНИВЕРСИТЕТ «МИФИ» ОБНИНСКИЙ ИНСТИТУТ АТОМНОЙ ЭНЕРГЕТИКИ,,1999-03-07,2016,Бакалавриат,ИАТЭ НИЯУ МИФИ,2020,Инженер программист,25.72,s,
419,ФИО_419,0,Участник мероприятия,Аддитивные технологии; ,,,,Трехгорный технологический университет филиал НИЯУ МИФИ,,2000-02-01,,Информация об образовании не указана,,,,54.01,s,
420,ФИО_420,0,Участник мероприятия,Технологии композитов; ,Инженер-конструктор,,"11,2011","""ООО """"НПО """" Центротех""""",,,,Информация об образовании не указана,,,,74.25,t,"АО ""ТВЭЛ"" 1"
421,ФИО_421,0,Участник мероприятия,Инженерное мышление. Каракури; ,Мастер,,09.11.2009,"""АО """"Чепецкий механический завод""""""",,04.06.1984,09.11.2009,Информация об образовании не указана,,,,83.44,t,"АО ""ТВЭЛ"""
422,ФИО_422,0,Участник мероприятия,Программные решения для бизнеса; ,нет,,0,Уральский технологический колледж филиал НИЯУ МИФИ,,2004-03-06,нет,Среднее профессиональное образование,УрТК НИЯУ МИФИ,2023,Техник-Программист,19.0,t,НИЯУ МИФИ
423,ФИО_423,0,Участник мероприятия,Фрезерные работы на станках с ЧПУ; ,студент,,09.2008,Снежинский физико-технический институт,,12.06.1990,2011,Информация об образовании не указана,,,,40.57,s,
424,ФИО_424,0,Участник мероприятия,Изготовление прототипов; ,Инженер-конструктор,Инженер,2003-04-01,Росатом,Инженер-конструктор,1983-02-16,2020-03-17,Информация об образовании не указана,,,,43.96,s,
425,ФИО_425,0,Участник мероприятия,Строительный контроль; ,,,,"Филиал ОАО ""РЖД"" Свердловская дистанция гражданских сооружений",,1977-07-16,,Информация об образовании не указана,,,,46.25,t,№ 1
426,ФИО_426,0,Участник мероприятия,Радиационный контроль; ,Дозиметрист,,фев.11,"""Акционерное Общество """"Институт Реакторных Материалов""""""",,18.03.1991,,Информация об образовании не указана,,,,40.6,s,
427,ФИО_427,0,Участник мероприятия,Инженерное проектирование; ,Начальник электротехнического бюро,,фев.99,"""АО """"Ведущий проектно-изыскательский и научно-исследовательский институт промышленной технологии""""""",,20.01.1981,28.05.2014,Высшее образование без указания уровня,ТашГТУ,2005,"Электротехника, электромеханика и электротехнология",5.0,t,ВНИПИ_1
428,ФИО_428,1,Участник мероприятия,Аналитический контроль; ,"Лаборант химического анализа, 5 разряд",,2019-09-02,"""ФГУП """"Горно-химический комбинат""""""",,1999-06-20,2021-11-09,Среднее профессиональное образование,"АНО ДПО ""УрИПКиП""",2021,лаборант химического анализа,43.23,s,
429,ФИО_429,0,Участник мероприятия,Электромонтаж; ,Электромонтер по ремонту и обслуживанию электрооборудования,Специалист (рабочие специальности),2020-08-19,"""АО """"Сибирский химический комбинат""""""",Электромонтаж,2000-02-05,2020-08-19,Информация об образовании не указана,,,,42.51,s,
430,ФИО_430,1,Участник мероприятия,Радиационный контроль; ,Дозиметрист,,2006-08-08,"Акционерное общество ""Далур""",,1985-05-23,2021-09-07,Среднее профессиональное образование,Шадринский медицинский колледж ,2006,Лечебное дело ,52.8,s,
431,ФИО_431,0,Участник мероприятия,Управление жизненным циклом; ,Инженер по материально-техническому снабжению,,авг.16,"""ФГУП """"Производственное объединение """"Маяк""""""",,29.01.1993,,Информация об образовании не указана,,,,59.39,t,"ЯОК ""МАЯК"""
432,ФИО_432,0,Участник мероприятия,Технологии композитов; ,Мастер участка,Специалист (рабочие специальности),2020-07-13,ООО «Препрег-Дубна»,Композиты и полимеры,1990-03-23,2021-12-28,Информация об образовании не указана,,,,58.04,t,Юматекс
433,ФИО_433,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,инженер,,2016,"""ФГУП """"Производственное объединение """"Маяк""""""",,,2016,Информация об образовании не указана,,,,82.07,t,Маяк-1
434,ФИО_434,0,Участник мероприятия,Водитель спецавтомобиля; ,Водитель,,2016-03-01,"ПАО ""ППГХО"" Объединенное автохозяйство",,1998-02-13,2018-03-01,Информация об образовании не указана,,,,34.83,s,
435,ФИО_435,1,Участник мероприятия,Аналитический контроль; ,Лаборант радиохимического анализа,Специалист (рабочие специальности),2021-02-02,"""ФГУП """"ПО"""" Маяк"""" Центральная заводская лаборатория """,Аналитический контроль,1999-11-04,2021-02-02,Информация об образовании не указана,,,,41.43,s,
436,ФИО_436,0,Участник мероприятия,Управление жизненным циклом; ,инженер-исследователь 2 категории,,июн.16,"""ФГУП """"Производственное объединение """"Маяк""""""",,02.05.1993,22.06.2016,Высшее образование без указания уровня,НИ ТПУ,2016,Химическая технология материалов современной энергетики,59.39,t,"ЯОК ""МАЯК"""
437,ФИО_437,0,Участник мероприятия,Неразрушающий контроль; ,"Лаборант-рентгеногаммаграфист, 6 разряд",Специалист (рабочие специальности),2011-04-15,"""Публичное акционерное общество """"Новосибирский завод химконцентратов""""""",Неразрушающий контроль,1974-06-13,2002-09-01,Информация об образовании не указана,,,,44.6,s,
438,ФИО_438,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,"Инженер по дозиметрическому контролю, 1 категория",,1997-06-20,"""Акционерное общество """"Сибирский Химический Комбинат""""""",,1977-12-23,1997-06-20,Высшее образование,Томский политехнический университет ;Томский государственный архитектурно-строительный университет ,2009;2019,Экономика и управление на предприятии ;Техносферная безопасность ,64.1,t,ТВЭЛ
439,ФИО_439,1,Участник мероприятия,Охрана окружающей среды; ,Инженер-химик,,2008-04-01,"""АО """"Сибирский химический комбинат""""""",,1984-12-14,2017-06-15,Высшее образование без указания уровня,Томский Государственный Архитектурно-Строительный Университет (ТГАСУ),2007,Инженерная защита окружающей среды,57.71,s,
440,ФИО_440,0,Участник мероприятия,Электромонтаж; ,Электромонтёр,Специалист (рабочие специальности),10.10.2021,«Опытное конструкторское бюро машиностроения имени И. И. Африкантова»,,18.05.2001,10.10.2021,Информация об образовании не указана,,,,40.69,s,
441,ФИО_441,0,Участник мероприятия,Машинное обучение и большие данные; ,Нету,,Учусь,Уральский технологический колледж - филиал НИЯУ МИФИ,,2004-06-16,Нету,Информация об образовании не указана,,,,15.11,s,
442,ФИО_442,0,Участник мероприятия,Мехатроника; ,Инженер-конструктор II категории,,,"""АО """"Центральное конструкторское бюро машиностроения""""""",,,,Информация об образовании не указана,,,,19.04,t,"Галкина/Озеров ""АЭМ-""ЦКБМ-1"""
443,ФИО_443,1,Участник мероприятия,Аналитический контроль; ,Лаборант радиохимического анализа,,-10-21,Федеральное государственное унитарное предприятие « Горно химический комбинат»,,1991-05-08,2019-10-24,Высшее образование без указания уровня,Сибгту,2013,Технология химической переработки древесины ,45.29,s,
444,ФИО_444,0,Участник мероприятия,Программные решения для бизнеса; ,,,,"Уральский технологический колледж, филиал НИЯУ МИФИ",,2003-09-30,,Информация об образовании не указана,,,,19.0,t,НИЯУ МИФИ
445,ФИО_445,1,Участник мероприятия,Охрана окружающей среды; ,Инженер по охране окружающей среды (эколог),Инженер,2012-10-13,"""АО """"Чепецкий механический завод""""""",Охрана окружающей среды,1992-04-14,2021-08-02,Информация об образовании не указана,,,,31.61,s,
446,ФИО_446,1,Участник мероприятия,Инженерное проектирование; ,Инженер-проектировщик 2 категории,,2013-06-05,"АО  ""Атомэнергопроект""",,1997-01-03,2019-03-26,Высшее образование без указания уровня,"ФГАОУ ВО ""Санкт-Петербургский политехнический университет Петра Великого""",2020,08.04.01 Строительство,54.385,t,АЭП_1_ЛюBIMки
447,ФИО_447,1,Участник мероприятия,Программные решения для бизнеса; ,Инженер по АСУП 2 категории,Инженер,2016-07-06,"Федеральное государственное унитарное предприятие «Производственное объединение «Маяк», служба информационных технологий",Инженерное проектирование,1996-05-03,2016-07-06,Информация об образовании не указана,,,,43.0,t,ЯОК МАЯК
448,ФИО_448,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Инженер-программист,,01.2021,"""АО """"УЭХК""""",,,,Информация об образовании не указана,,,,56.36,t,"АО ""ТВЭЛ"" 2"
449,ФИО_449,0,Участник мероприятия,Промышленная механика и монтаж; ,Слесарь КИПиА,Специалист (рабочие специальности),2019-11-18,"""АО """"МСЗ"""" г.Электросталь """,Электроника,1998-04-03,2019-11-18,Информация об образовании не указана,,,,31.33333333,t,"Рабочее место 1   АО ""ТВЭЛ"" 2"
450,ФИО_450,0,Участник мероприятия,Квантовые технологии; ,,,2022,Южно-Уральский государственный университет (национальный исследовательский университет),,2000-11-08,,Высшее образование без указания уровня,ФГАОУ ВО «ЮУрГУ (НИУ),2022,электроника и наноэлектрорика,13.06,s,
451,ФИО_451,0,Участник мероприятия,Водитель спецавтомобиля; ,водитель автомобиля 5 разряда,,2017-08-26,"""ООО """"Курская АЭС-Сервис""""""",,1997-10-20,2020-01-10,Информация об образовании не указана,,,,49.74,s,
452,ФИО_452,1,Участник мероприятия,Инженерное проектирование; ,Инженер-конструктор 3 категории,,14.10.2019,"""Федеральное государственное унитарное предприятие """"Производственное объединение  """"Маяк""""""",,,2019,Высшее образование без указания уровня,НИЯУ МИФИ,2019,Электротехника и электроэнергетика ,5.0,t,МАЯК_2_Фрэшмены
453,ФИО_453,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Инженер,,07.2020,Приборостроительный завод,,29.01.1997,,Информация об образовании не указана,,,,45.84,t,"ФГУП ""ПСЗ"""
454,ФИО_454,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,ведущий инженер-программист,,,"""АО """"Центральное конструкторское бюро машиностроения""""""",,,,Информация об образовании не указана,,,,40.34,t,"Команда ""АЭМ-ЦКБМ"""
455,ФИО_455,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Ведущий инженер,Инженер,1997-04-23,Сметно-договорной отдел УКС,Сметное дело,1978-03-25,2007-03-14,Информация об образовании не указана,,,,86.61,t,Нововоронежская АЭС
456,ФИО_456,0,Участник мероприятия,Инженерное проектирование; ,Специалист по информационному моделированию,,07.2021,Обособленное подразделение Томского филиала АО ГСПИ,,,,Информация об образовании не указана,,,,5.0,t,ГСПИ_2
457,ФИО_457,0,Участник мероприятия,Информационная безопасность; ,Заместитель начальника участка ИТП ЦКР,,май.01,Калининский филиал Калининатомтехэнерго АО Атомтехэнерго,,22.09.1985,,Информация об образовании не указана,,,,9.58,t,Концерн
458,ФИО_458,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Специалист,Специалист (рабочие специальности),2004-10-01,"ФГУП ""Горно-химический комбинат""",Сметное дело,1981-12-15,2004-10-01,Информация об образовании не указана,,,,65.57,t,ГХК
459,ФИО_459,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-технолог 2 категории,Инженер,2011-09-01,"""АО """"ОКБМ Африкантов""""""",Инженерное проектирование,1988-07-15,2011-09-01,Информация об образовании не указана,,,,58.83,t,"Команда ""АЭМ-2"""
460,ФИО_460,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Инженер-конструктор,,авг.07,Федеральное государственное унитарное предприятие горно химический комбинат,,16.08.1983,,Информация об образовании не указана,,,,65.57,t,ГХК
461,ФИО_461,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-конструктор I категории,,,"""Филиал АО """"АЭМ-технологии"""" """"Петрозаводскмаш"""" в г. Петрозаводск""",,,,Информация об образовании не указана,,,,58.83,t,"Команда ""АЭМ-2"""
462,ФИО_462,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,инженер-технолог,,2011,"ФГУП ""ПО ""Маяк"", радиохимический завод",,,2011,Информация об образовании не указана,,,,82.07,t,Маяк-1
463,ФИО_463,0,Участник мероприятия,Работы на фрезерных универсальных станках; ,Фрезеровщик,,05.2015,"""АО """"Опытное Конструкторское Бюро Машиностроения имени И.И. Африкантова""""""",,12.02.1989,,Информация об образовании не указана,,,,41.65,s,
464,ФИО_464,0,Участник мероприятия,Радиационный контроль; ,дозиметрист отдела радиационной безопасности радиохимического завода,,июл.01,"""Федеральное государственное унитарное предприятие """"Горно-химический комбинат""""""",,28.01.1984,,Информация об образовании не указана,,,,59.4,s,
465,ФИО_465,0,Участник мероприятия,Промышленная автоматика; ,слесарь по КИПиА,,ноя.16,Акционерное Общество Далматовский Уран,,23.05.1994,,Информация об образовании не указана,,,,21.96,s,
466,ФИО_466,1,Участник мероприятия,Информационная безопасность; ,Старший специалист,Специалист (рабочие специальности),28-03-2022,"Акционерное общество ""Гринатом""",,03-09-2003,28-03-2022,Среднее профессиональное образование,ГБПОУ МИК,2022,Организация и технология защиты информации,17.28,t,"Команда АО ""Гринатом"""
467,ФИО_467,1,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Студент,,2018-09-01,ОБНИНСКИЙ ИНСТИТУТ АТОМНОЙ ЭНЕРГЕТИКИ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЯДЕРНЫЙ УНИВЕРСИТЕТ «МИФИ»,,2000-10-11,2018-09-01,Информация об образовании не указана,,,,40.31,t,ИАТЭ МИФИ
468,ФИО_468,1,Участник мероприятия,Управление качеством; ,Инженер по качеству (аудитор) ведущий,,2002,АО «Чепецкий механический завод»,,24.04.1972,1995,Высшее образование без указания уровня,Вятский государственный университет ,1994,Инженер ,49.36,t,"АО ""ТВЭЛ"" 1"
469,ФИО_469,1,Участник мероприятия,Охрана окружающей среды; ,Ведущий специалист по экологии,,07.2006,Акционерное общество Атомстройэкспорт,,,,Информация об образовании не указана,,,,50.96,s,
470,ФИО_470,0,Участник мероприятия,Программные решения для бизнеса; ,главный эксперт,,,Подразделение Multi-D,,,,Информация об образовании не указана,,,,69.17,t,АСЭ Team-1
471,ФИО_471,0,Участник мероприятия,Инженер-конструктор; ,Инженер конструктор 2 категории,Инженер,2010-12-12,Конструкторское бюро 1,Инженер-конструктор,1990-05-22,2012-12-12,Информация об образовании не указана,,,,48.92,s,
472,ФИО_472,0,Участник мероприятия,Программные решения для бизнеса; ,инженер-программист,Инженер,2013-07-02,Департамент информационных технологий ГХК,Программист,1989-02-17,2013-07-02,Информация об образовании не указана,,,,15.0,t,Экологические решения
473,ФИО_473,0,Участник мероприятия,Управление качеством; ,Ведущий иженер,Специалист (рабочие специальности),2013-08-01,"АО ""КОНЦЕРН ТИТАН-2""",Управление качеством,1990-11-09,2021-10-23,Информация об образовании не указана,,,,31.57,t,"АО ""КОНЦЕРН ТИТАН-2"""
474,ФИО_474,1,Участник мероприятия,Управление качеством; ,Главный спецалист,,08.2017,Акционерное общество «Русатом Автоматизированные системы управления»,,,03.2018,Высшее образование без указания уровня,"ФГБОУ ВО ""Российский государственный педагогический университет им. А.И. Герцена""",2017,Управление качеством,44.91,t,"АО ""РАСУ"""
475,ФИО_475,1,Участник мероприятия,Сметное дело; ,главный специалист,,2006-09-01,Атомстройэкспорт,,1984-01-01,2017-05-22,Информация об образовании не указана,,,,56.55,s,
476,ФИО_476,0,Участник мероприятия,Сетевое и системное администрирование; ,Младший специалист WS,,05.2021,АО «Гринатом»,,20.09.2001,,Информация об образовании не указана,,,,56.5,t,Альфа
477,ФИО_477,0,Участник не в оценке,Сетевое и системное администрирование; ,,,,Газпромнефть ИТО,,1983-02-22,,Информация об образовании не указана,,,,31.71,t,ООО ГПН ИТО
478,ФИО_478,0,Участник мероприятия,Бетонные строительные работы; ,Арматуршик,Специалист (рабочие специальности),2009-05-12,"АО ""концерн титан-2""",нет в предлагаемом списке,1985-05-19,2014-05-12,Информация об образовании не указана,,,,77.88,t,"АО ""КОНЦЕРН ТИТАН 2"" Команд 1"
479,ФИО_479,0,Участник мероприятия,Работы на токарных универсальных станках; ,токарь 6 р,,мар.07,АО Чепецкий Механический Завод,,08.08.1985,,Информация об образовании не указана,,,,60.49,s,
480,ФИО_480,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Ведущий инженер-электроник,,,АО «Инжиниринговая компания «АЭМ-технологии»,,,,Информация об образовании не указана,,,,60.92,t,"Команда ""АЭМ"""
481,ФИО_481,1,Участник мероприятия,Охрана труда; ,Ведущий специалист по охране труда,Инженер,июнь 2003,Филиал АО ''АЭМ-технологии'' ''Атоммаш'' в г. Волгодонск,,01.06.1981,2017,Высшее образование без указания уровня,"Донской государственный технический университет;ФГБОУ ВО ""ЮРГПУ (НПИ) имени М.И. Платова""",2004;2016,Реклама;Профессиональная переподготовка,52.75,s,
482,ФИО_482,0,Участник мероприятия,Изготовление прототипов; ,Студент,,,Озерский технический колледж ,,,,Информация об образовании не указана,,,,19.92,s,
483,ФИО_483,0,Участник мероприятия,Инженерное мышление. Каракури; ,аппаратчик,,1992-09-29,"Федеральное государственное унитарное предприятие ""Горно-химический комбинат""",,1971-11-12,1992-09-29,Высшее образование без указания уровня,КГПУ им. Астафьева,2003,Педагогика и методики преподавания.,65.17,t,Экологические решения
484,ФИО_484,0,Участник мероприятия,Инженер-конструктор; ,Инженер-конструктор 3 категории,,"11,2018",Константин Попинов,,,,Информация об образовании не указана,,,,25.52,s,
