,0,1,2,3,4,5,6,7,8
671,ФИО_671,51.8,t,"ФГУП ""Комбинат"" Электрохимприбор""",3,51.8,t,"ФГУП ""Комбинат"" Электрохимприбор""",3.0
672,ФИО_672,52.28,s,52.28,s,,,,
673,ФИО_673,40.93,s,40.93,s,,,,
674,ФИО_674,51.8,t,"ФГУП ""Комбинат"" Электрохимприбор""",3,51.8,t,"ФГУП ""Комбинат"" Электрохимприбор""",3.0
675,ФИО_675,56.8,s,56.8,s,,,,
676,ФИО_676,53.32,s,53.32,s,,,,
677,ФИО_677,47.8,s,47.8,s,,,,
678,ФИО_678,39.35,s,39.35,s,,,,
679,ФИО_679,71.58,t,ЛЕНАЭС Консист-ОС,2,71.58,t,ЛЕНАЭС Консист-ОС,2.0
680,ФИО_680,46.31,s,46.31,s,,,,
681,ФИО_681,48,t,КМТ,2,48,t,КМТ,2.0
682,ФИО_682,46.91,s,46.91,s,,,,
683,ФИО_683,82.07,t,Маяк-1,4,82.07,t,Маяк-1,4.0
684,ФИО_684,20,t,Крайнов/Шестаков КЛНАЭС,2,20,t,Крайнов/Шестаков КЛНАЭС,2.0
685,ФИО_685,43.21333333,t,"Рабочее место 7 Команда ""АЭМ-Атоммаш-Сервис""",2,43.21333333,t,"Рабочее место 7 Команда ""АЭМ-Атоммаш-Сервис""",2.0
686,ФИО_686,42.75,t,"Команда АО ""Гринатом""",2,42.75,t,"Команда АО ""Гринатом""",2.0
687,ФИО_687,71.3,s,71.3,s,,,,
688,ФИО_688,61.47,s,61.47,s,,,,
689,ФИО_689,67.04,t,"Райан Гослинг (АО ""НИИграфит"")",2,67.04,t,"Райан Гослинг (АО ""НИИграфит"")",2.0
690,ФИО_690,74.25,t,"АО ""ТВЭЛ"" 1",2,74.25,t,"АО ""ТВЭЛ"" 1",2.0
691,ФИО_691,54.42,t,НВАЭС,2,54.42,t,НВАЭС,2.0
692,ФИО_692,22,t,"АО ""РИР"" Team-1",3,22,t,"АО ""РИР"" Team-1",3.0
693,ФИО_693,50.53,s,50.53,s,,,,
694,ФИО_694,5,t,ГСПИ_1,4,5,t,ГСПИ_1,4.0
695,ФИО_695,87.3,t,Сафронов/Шорников ЯОК,2,87.3,t,Сафронов/Шорников ЯОК,2.0
696,ФИО_696,68.39,t,"Команда ""АЭМ-1""",7,68.39,t,"Команда ""АЭМ-1""",7.0
697,ФИО_697,62.61,t,"АО ""Гринатом""",3,62.61,t,"АО ""Гринатом""",3.0
698,ФИО_698,66.31,t,"АО ""ТВЭЛ"" 2",2,66.31,t,"АО ""ТВЭЛ"" 2",2.0
699,ФИО_699,37.08,s,37.08,s,,,,
700,ФИО_700,5,t,МАЯК_1,4,5,t,МАЯК_1,4.0
701,ФИО_701,71.58,t,ЛЕНАЭС Консист-ОС,2,71.58,t,ЛЕНАЭС Консист-ОС,2.0
702,ФИО_702,69.26,s,69.26,s,,,,
703,ФИО_703,22.95,t,AKKUYU NÜKLEER,2,22.95,t,AKKUYU NÜKLEER,2.0
704,ФИО_704,54.7,s,54.7,s,,,,
705,ФИО_705,31.93,s,31.93,s,,,,
706,ФИО_706,40.5,s,40.5,s,,,,
707,ФИО_707,54.1,s,54.1,s,,,,
708,ФИО_708,63.23,t,Рос СЭМ,3,63.23,t,Рос СЭМ,3.0
709,ФИО_709,53.65,t,"ФГУП ""ПСЗ"" - 1",2,53.65,t,"ФГУП ""ПСЗ"" - 1",2.0
710,ФИО_710,50.09,s,50.09,s,,,,
711,ФИО_711,56.56,s,56.56,s,,,,
712,ФИО_712,25.43,s,25.43,s,,,,
